name,location,Date,Rating,Review
Jay,"Nanaimo, BC","Reviewed Sept. 30, 2019",5.0,"I have been a Starbucks customer for years. The steadfastness of their quality service and coffee is second to none. The proof of their standards is the years and years of proven service and ""customer-first"" attitude. They get my money because they deserve it. Period."
Gaye,"Victoria, BC","Reviewed Aug. 30, 2019",5.0,"I am a Canadian who was recently lost and looking for a company in Olympia Washington. My Canadian cell phone was unable to help and the Nav system in my car wasn't either, so I went into a Starbucks to get myself a much needed triple latte and ask if anyone could tell me where this shop was. The store manager, Lacey **, heard me asking a clerk if he knew where it was, and the next thing we knew she was looking it up on her phone and offered to write out directions on how we could get there. It was such a relief just to have the address and know that we would be able to find the object of our journey (the store was in Lacey, as it turned out)! Couldn't be more grateful for her kindness!"
Samara,"Omaha, NE","Reviewed Aug. 26, 2019",1.0,"This was a drink I was really looking forward to trying. It's the new fad so of course I had to try it. I only was able to stomach 1/4 of it and threw the rest away. I felt sick to my stomach. I took tums and they didn't help. I thought I was going to throw up and ended up sitting my whole evening out because I was so sick and felt so horrible. I would not recommend this drink. Not only is it not worth the price, it isn't worth the stomach ache and pain. Never going to drink this again. Very disappointed."
cathy,"Chicago, IL","Reviewed Aug. 23, 2019",1.0,"I have been a consistent customer of Starbucks for well over 10+ years, and have had some minor issues. Some I addressed others I simply let slide, mostly due to my rapport with the management managerial staff AND Baristas but however, my rapport is of little consequence after my recent experience at the hands of Starbucks. Apparently, they felt the need to take it upon themselves following a day's regular purchase of my caramel macchiato with 4 espresso shots no foam at 200 degrees. They then took an additional 150 stars from my rewards 3 consecutive times on the same day. "
Kathy,"Lakewood, OH","Reviewed Aug. 9, 2019",2.0,I went in to the new Starbucks in Lakewood on Detroit Ave. People bringing their dogs in to a good service area. I can see if it was a service dog that's different and Ali no mirrors in the bathroom. They should give free refills on coffee with the price they charge for coffee. Panera bread gives free refills. They should have a senior discount for people that can't afford Starbucks prices. Customer service was okay. Kathy.
vincent,"Acworth, GA","Reviewed Aug. 4, 2019",1.0,"They charge ~5$ for a chai tea Latte and does not train the employees how to make them, each store make it their own way. Horrific experience today at a Starbucks in Riverside, CA. They literally give me boiling Milk. I asked them to add more tea, then the lady in the store asked me, “You want more syrup?” How the hell a customer know you are using a secret syrup to make Chai tea latte. I repeatedly asked I need more tea.. Of course she got angry.. I have to walk away with the boiling milk. First of all you make the worst chai tea latte, still I am drinking it and you make it worst. Don't exploit customers like this. Hopefully somebody sees this and take necessary action."
Christopher,"Irving, TX","Reviewed July 31, 2019",1.0,Bought the cocoa cloud in a couple of locations and man what a waste of money. The last drink I got was 80-85% foam. This has been the trend. Pathetic especially since we are paying full price for the drink which is over after a couple of sips.
Sunhee,"Davao, Other","Reviewed July 15, 2019",1.0,"I was a regular customer, ended up hating Starbucks due to their poor customer service and unkept promises. Let me write down what I have gone through: 1. Collected stickers (18 beverages) to collect 2019 Planner/Organizer. (Completed 4 Sets). 2. I have redeemed 2 of them. By February, their stocks were low, and choices were limited. The barista told me to wait for ""restocking"" for more choices. 3. By March, there were ZERO stocks and I was not able to collect 2 Planners. Baristas told me two choices: a) Wait until May; or b) Get 1,500 Php = 29.33 USD for each set. I decided to wait knowing that I have collected these stickers for the planner/organizer. I have spent more than 3,000Php per set and it does not compensate me with 1,500Php."
Akassh,"Charlotte, NC","Reviewed July 7, 2019",1.0,"I reached out to Starbucks customer service centre on 2 to 3 occasion and they will reward me with $10 card or free coffee but not solving the issue on the ground. Issue - when you ask for Tall and pay for Tall but you end up receiving one half or less. This isn’t about one location. This at multiple locations within Charlotte, NC and Richardson, TX. Learning - it’s top down message to reduce the quantity without letting customer know. Else why is it same across multiple locations. Option: 1) every time you buy request server to fill the cup up; but doesn’t work every time. Or 2) shift to other coffee brands. Question - is there anyone also feeling the same with reference to quantity or not? Personally - Seems I am done with Starbucks as I don’t believe money is the solution. It’s more about experience, quality and quantity (promised)."
Robert,"Georgetown, TX","Reviewed July 7, 2019",1.0,"Treats customers rudely and insensitive to common moral fabric values. I cannot believe the company can treat people so rudely just because of the way they were dressed because they didn't agree with their ideas and image? Give me a break.. I thought Starbucks was supposed to be a welcoming place. The coffee is served too hot, and tastes burned. It is overpriced."
Emily,"Saint Petersburg, FL","Reviewed July 5, 2019",2.0,My daughter and I came in here two separate times. I specifically asked for them to add extra sugar for her passion fruit lemonade. They said they would. Both times they didn't. We won't be going back. I'm not into wasting money.
Forrest,"Draper, UT","Reviewed June 10, 2019",1.0,"I then called and tried to activate and I was told that I needed to go to the location it was purchased to use??? First of all it's in a different state and I don't know what location. It sounds like a dumb business practice. Normally you get a gift card and you go to their location and use what money is on it. It was prob only $20.00 to $100.00 but who knows, the card is now TRASH. Very poor policy for such a large corp."
